               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  66,            0.016092,             0.01852,                   0,             0.99309,             0.99015,             0.99486,             0.85688,            0.013382,            0.017474,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.014623,              0.0177,                   0,             0.99163,             0.99261,             0.99485,             0.86385,            0.012833,            0.017092,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.014645,            0.018215,                   0,             0.99504,             0.99163,             0.99489,             0.85599,            0.012833,            0.017054,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.014862,             0.01775,                   0,             0.98966,             0.99114,             0.99482,             0.86012,            0.013253,            0.017225,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.015168,            0.018047,                   0,              0.9936,             0.99408,             0.99487,             0.87087,            0.012321,            0.016599,                   0,            0.003169,            0.003169,            0.003169
                  71,             0.01431,              0.0179,                   0,             0.99311,             0.99408,             0.99482,             0.87081,             0.01251,            0.016812,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.013431,             0.01701,                   0,             0.99312,             0.99556,             0.99481,             0.87845,            0.011802,            0.016188,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.014856,            0.017347,                   0,              0.9897,             0.99655,             0.99484,              0.8756,            0.012248,            0.016394,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.013292,            0.016839,                   0,             0.99605,             0.99311,             0.99486,             0.87809,            0.011695,            0.016093,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.013493,            0.017165,                   0,             0.99557,             0.99506,             0.99486,             0.87357,            0.012281,            0.016353,                   0,            0.002674,            0.002674,            0.002674
                  76,             0.01392,            0.017132,                   0,              0.9941,             0.99655,             0.99486,             0.87201,            0.012532,            0.016587,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.012756,            0.016452,                   0,             0.99313,             0.99606,             0.99485,             0.88451,            0.011473,            0.015775,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.012486,            0.016281,                   0,             0.99069,             0.99507,             0.99481,              0.8866,            0.010832,            0.015478,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.013116,            0.016999,                   0,             0.99067,             0.99409,             0.99481,             0.88175,            0.011429,            0.016019,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.012954,            0.016132,                   0,             0.99117,             0.99508,             0.99484,             0.88357,            0.011144,            0.015676,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.012104,            0.016147,                   0,             0.99556,              0.9936,             0.99489,             0.88871,            0.010907,              0.0156,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.012188,            0.015951,                   0,             0.99313,             0.99606,             0.99488,             0.89694,            0.010484,            0.015316,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.011966,            0.015976,                   0,             0.99556,             0.99408,             0.99488,             0.89284,             0.01083,            0.015269,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.012011,            0.015915,                   0,             0.99362,             0.99655,             0.99489,             0.89118,            0.010885,            0.015249,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.011962,            0.015912,                   0,             0.99411,             0.99754,             0.99488,             0.89661,            0.010352,             0.01487,                   0,            0.001684,            0.001684,            0.001684
                  86,             0.01165,            0.015421,                   0,             0.99507,             0.99606,              0.9949,             0.89581,            0.010498,            0.014928,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.011785,            0.015105,                   0,             0.99508,             0.99606,             0.99491,             0.89569,            0.010305,            0.014811,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.011651,            0.015409,                   0,             0.99459,             0.99654,             0.99492,             0.89663,            0.010068,            0.014674,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.012012,            0.015397,                   0,             0.99557,             0.99606,              0.9949,             0.89996,           0.0099765,            0.014513,                   0,            0.001288,            0.001288,            0.001288
                  90,             0.01158,            0.015737,                   0,             0.99704,             0.99557,             0.99491,              0.9015,           0.0098513,            0.014595,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.011353,            0.015643,                   0,             0.99704,             0.99557,              0.9949,              0.9029,           0.0097212,            0.014512,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.011354,            0.015334,                   0,             0.99655,             0.99652,             0.99488,             0.90292,           0.0097236,             0.01451,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.011285,             0.01492,                   0,             0.99509,             0.99705,              0.9949,             0.90198,           0.0098145,            0.014573,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.011165,            0.015184,                   0,              0.9941,             0.99606,              0.9949,             0.90497,           0.0097675,            0.014451,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.011112,            0.015065,                   0,             0.99459,             0.99655,              0.9949,             0.90418,           0.0096775,            0.014277,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.011269,             0.01496,                   0,              0.9941,             0.99655,             0.99492,             0.90727,            0.009503,            0.014156,                   0,            0.000595,            0.000595,            0.000595
                  97,             0.01122,             0.01487,                   0,             0.99509,             0.99703,             0.99492,             0.90742,           0.0094886,            0.014107,                   0,            0.000496,            0.000496,            0.000496
                  98,             0.01106,            0.014857,                   0,             0.99508,             0.99705,             0.99493,             0.90618,            0.009517,            0.014016,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.010836,            0.014921,                   0,             0.99508,             0.99705,             0.99494,             0.90952,           0.0092728,            0.013925,                   0,            0.000298,            0.000298,            0.000298
